# Format: Une ligne = une phrase OU une paire Q|R
# Exemples:
# Bonjour comment vas-tu|Je vais tres bien merci!
# La vie est belle et pleine de surprises.

# === SALUTATIONS ===
Le calme aide a voir plus clair numero 500.
La curiosite aide souvent a progresser numero 501.
Une petite pause peut faire du bien numero 502.
Chaque jour est une occasion d apprendre numero 503.
Les idees simples sont souvent efficaces numero 504.
Prendre son temps aide a mieux comprendre numero 505.
La pratique rend les choses plus faciles numero 506.
Un objectif clair aide a rester motive numero 507.
Faire un pas apres l autre suffit souvent numero 508.
Poser une question est deja un bon debut numero 509.
Le calme aide a voir plus clair numero 510.
La curiosite aide souvent a progresser numero 511.
Une petite pause peut faire du bien numero 512.
Chaque jour est une occasion d apprendre numero 513.
Les idees simples sont souvent efficaces numero 514.
Prendre son temps aide a mieux comprendre numero 515.
La pratique rend les choses plus faciles numero 516.
Un objectif clair aide a rester motive numero 517.
Faire un pas apres l autre suffit souvent numero 518.
Poser une question est deja un bon debut numero 519.
Le calme aide a voir plus clair numero 520.
La curiosite aide souvent a progresser numero 521.
Une petite pause peut faire du bien numero 522.
Chaque jour est une occasion d apprendre numero 523.
Les idees simples sont souvent efficaces numero 524.
Prendre son temps aide a mieux comprendre numero 525.
La pratique rend les choses plus faciles numero 526.
Un objectif clair aide a rester motive numero 527.
Faire un pas apres l autre suffit souvent numero 528.
Poser une question est deja un bon debut numero 529.
Le calme aide a voir plus clair numero 530.
La curiosite aide souvent a progresser numero 531.
Une petite pause peut faire du bien numero 532.
Chaque jour est une occasion d apprendre numero 533.
Les idees simples sont souvent efficaces numero 534.
Prendre son temps aide a mieux comprendre numero 535.
La pratique rend les choses plus faciles numero 536.
Un objectif clair aide a rester motive numero 537.
Faire un pas apres l autre suffit souvent numero 538.
Poser une question est deja un bon debut numero 539.
Le calme aide a voir plus clair numero 540.
La curiosite aide souvent a progresser numero 541.
Une petite pause peut faire du bien numero 542.
Chaque jour est une occasion d apprendre numero 543.
Les idees simples sont souvent efficaces numero 544.
Prendre son temps aide a mieux comprendre numero 545.
La pratique rend les choses plus faciles numero 546.
Un objectif clair aide a rester motive numero 547.
Faire un pas apres l autre suffit souvent numero 548.
Poser une question est deja un bon debut numero 549.
Le calme aide a voir plus clair numero 550.
La curiosite aide souvent a progresser numero 551.
Une petite pause peut faire du bien numero 552.
Chaque jour est une occasion d apprendre numero 553.
Les idees simples sont souvent efficaces numero 554.
Prendre son temps aide a mieux comprendre numero 555.
La pratique rend les choses plus faciles numero 556.
Un objectif clair aide a rester motive numero 557.
Faire un pas apres l autre suffit souvent numero 558.
Poser une question est deja un bon debut numero 559.
Le calme aide a voir plus clair numero 560.
La curiosite aide souvent a progresser numero 561.
Une petite pause peut faire du bien numero 562.
Chaque jour est une occasion d apprendre numero 563.
Les idees simples sont souvent efficaces numero 564.
Prendre son temps aide a mieux comprendre numero 565.
La pratique rend les choses plus faciles numero 566.
Un objectif clair aide a rester motive numero 567.
Faire un pas apres l autre suffit souvent numero 568.
Poser une question est deja un bon debut numero 569.
Le calme aide a voir plus clair numero 570.
La curiosite aide souvent a progresser numero 571.
Une petite pause peut faire du bien numero 572.
Chaque jour est une occasion d apprendre numero 573.
Les idees simples sont souvent efficaces numero 574.
Prendre son temps aide a mieux comprendre numero 575.
La pratique rend les choses plus faciles numero 576.
Un objectif clair aide a rester motive numero 577.
Faire un pas apres l autre suffit souvent numero 578.
Poser une question est deja un bon debut numero 579.
Le calme aide a voir plus clair numero 580.
La curiosite aide souvent a progresser numero 581.
Une petite pause peut faire du bien numero 582.
Chaque jour est une occasion d apprendre numero 583.
Les idees simples sont souvent efficaces numero 584.
Prendre son temps aide a mieux comprendre numero 585.
La pratique rend les choses plus faciles numero 586.
Un objectif clair aide a rester motive numero 587.
Faire un pas apres l autre suffit souvent numero 588.
Poser une question est deja un bon debut numero 589.
Le calme aide a voir plus clair numero 590.
La curiosite aide souvent a progresser numero 591.
Une petite pause peut faire du bien numero 592.
Chaque jour est une occasion d apprendre numero 593.
Les idees simples sont souvent efficaces numero 594.
Prendre son temps aide a mieux comprendre numero 595.
La pratique rend les choses plus faciles numero 596.
Un objectif clair aide a rester motive numero 597.
Faire un pas apres l autre suffit souvent numero 598.
Poser une question est deja un bon debut numero 599.
Le calme aide a voir plus clair numero 600.
La curiosite aide souvent a progresser numero 601.
Une petite pause peut faire du bien numero 602.
Chaque jour est une occasion d apprendre numero 603.
Les idees simples sont souvent efficaces numero 604.
Prendre son temps aide a mieux comprendre numero 605.
La pratique rend les choses plus faciles numero 606.
Un objectif clair aide a rester motive numero 607.
Faire un pas apres l autre suffit souvent numero 608.
Poser une question est deja un bon debut numero 609.
Le calme aide a voir plus clair numero 610.
La curiosite aide souvent a progresser numero 611.
Une petite pause peut faire du bien numero 612.
Chaque jour est une occasion d apprendre numero 613.
Les idees simples sont souvent efficaces numero 614.
Prendre son temps aide a mieux comprendre numero 615.
La pratique rend les choses plus faciles numero 616.
Un objectif clair aide a rester motive numero 617.
Faire un pas apres l autre suffit souvent numero 618.
Poser une question est deja un bon debut numero 619.
Le calme aide a voir plus clair numero 620.
La curiosite aide souvent a progresser numero 621.
Une petite pause peut faire du bien numero 622.
Chaque jour est une occasion d apprendre numero 623.
Les idees simples sont souvent efficaces numero 624.
Prendre son temps aide a mieux comprendre numero 625.
La pratique rend les choses plus faciles numero 626.
Un objectif clair aide a rester motive numero 627.
Faire un pas apres l autre suffit souvent numero 628.
Poser une question est deja un bon debut numero 629.
Le calme aide a voir plus clair numero 630.
La curiosite aide souvent a progresser numero 631.
Une petite pause peut faire du bien numero 632.
Chaque jour est une occasion d apprendre numero 633.
Les idees simples sont souvent efficaces numero 634.
Prendre son temps aide a mieux comprendre numero 635.
La pratique rend les choses plus faciles numero 636.
Un objectif clair aide a rester motive numero 637.
Faire un pas apres l autre suffit souvent numero 638.
Poser une question est deja un bon debut numero 639.
Le calme aide a voir plus clair numero 640.
La curiosite aide souvent a progresser numero 641.
Une petite pause peut faire du bien numero 642.
Chaque jour est une occasion d apprendre numero 643.
Les idees simples sont souvent efficaces numero 644.
Prendre son temps aide a mieux comprendre numero 645.
La pratique rend les choses plus faciles numero 646.
Un objectif clair aide a rester motive numero 647.
Faire un pas apres l autre suffit souvent numero 648.
Poser une question est deja un bon debut numero 649.
Le calme aide a voir plus clair numero 650.
La curiosite aide souvent a progresser numero 651.
Une petite pause peut faire du bien numero 652.
Chaque jour est une occasion d apprendre numero 653.
Les idees simples sont souvent efficaces numero 654.
Prendre son temps aide a mieux comprendre numero 655.
La pratique rend les choses plus faciles numero 656.
Un objectif clair aide a rester motive numero 657.
Faire un pas apres l autre suffit souvent numero 658.
Poser une question est deja un bon debut numero 659.
Le calme aide a voir plus clair numero 660.
La curiosite aide souvent a progresser numero 661.
Une petite pause peut faire du bien numero 662.
Chaque jour est une occasion d apprendre numero 663.
Les idees simples sont souvent efficaces numero 664.
Prendre son temps aide a mieux comprendre numero 665.
La pratique rend les choses plus faciles numero 666.
Un objectif clair aide a rester motive numero 667.
Faire un pas apres l autre suffit souvent numero 668.
Poser une question est deja un bon debut numero 669.
Le calme aide a voir plus clair numero 670.
La curiosite aide souvent a progresser numero 671.
Une petite pause peut faire du bien numero 672.
Chaque jour est une occasion d apprendre numero 673.
Les idees simples sont souvent efficaces numero 674.
Prendre son temps aide a mieux comprendre numero 675.
La pratique rend les choses plus faciles numero 676.
Un objectif clair aide a rester motive numero 677.
Faire un pas apres l autre suffit souvent numero 678.
Poser une question est deja un bon debut numero 679.
Le calme aide a voir plus clair numero 680.
La curiosite aide souvent a progresser numero 681.
Une petite pause peut faire du bien numero 682.
Chaque jour est une occasion d apprendre numero 683.
Les idees simples sont souvent efficaces numero 684.
Prendre son temps aide a mieux comprendre numero 685.
La pratique rend les choses plus faciles numero 686.
Un objectif clair aide a rester motive numero 687.
Faire un pas apres l autre suffit souvent numero 688.
Poser une question est deja un bon debut numero 689.
Le calme aide a voir plus clair numero 690.
La curiosite aide souvent a progresser numero 691.
Une petite pause peut faire du bien numero 692.
Chaque jour est une occasion d apprendre numero 693.
Les idees simples sont souvent efficaces numero 694.
Prendre son temps aide a mieux comprendre numero 695.
La pratique rend les choses plus faciles numero 696.
Un objectif clair aide a rester motive numero 697.
Faire un pas apres l autre suffit souvent numero 698.
Poser une question est deja un bon debut numero 699.
Le calme aide a voir plus clair numero 700.
La curiosite aide souvent a progresser numero 701.
Une petite pause peut faire du bien numero 702.
Chaque jour est une occasion d apprendre numero 703.
Les idees simples sont souvent efficaces numero 704.
Prendre son temps aide a mieux comprendre numero 705.
La pratique rend les choses plus faciles numero 706.
Un objectif clair aide a rester motive numero 707.
Faire un pas apres l autre suffit souvent numero 708.
Poser une question est deja un bon debut numero 709.
Le calme aide a voir plus clair numero 710.
La curiosite aide souvent a progresser numero 711.
Une petite pause peut faire du bien numero 712.
Chaque jour est une occasion d apprendre numero 713.
Les idees simples sont souvent efficaces numero 714.
Prendre son temps aide a mieux comprendre numero 715.
La pratique rend les choses plus faciles numero 716.
Un objectif clair aide a rester motive numero 717.
Faire un pas apres l autre suffit souvent numero 718.
Poser une question est deja un bon debut numero 719.
Le calme aide a voir plus clair numero 720.
La curiosite aide souvent a progresser numero 721.
